source,target,edge_type,label,doc_id,sent_id,confidence,weight
wn-0219:1:25,wn-0219:5:144,TEMPORAL,BEFORE,wn-0219,-1,0.85,1
wn-0219:1:25,wn-0219:6:161,TEMPORAL,AFTER,wn-0219,-1,0.85,1
wn-0219:1:25,wn-0219:7:191,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:1:25,wn-0219:7:200,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:2:53,wn-0219:3:100,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:2:53,wn-0219:3:81,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:2:53,wn-0219:5:144,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:2:53,wn-0219:6:161,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:2:53,wn-0219:7:191,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:2:53,wn-0219:7:200,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:3:100,wn-0219:3:81,TEMPORAL,AFTER,wn-0219,-1,0.97,1
wn-0219:3:100,wn-0219:5:144,TEMPORAL,BEFORE,wn-0219,-1,0.85,1
wn-0219:3:100,wn-0219:6:161,TEMPORAL,AFTER,wn-0219,-1,0.9,1
wn-0219:3:100,wn-0219:7:191,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:3:100,wn-0219:7:200,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:3:81,wn-0219:5:144,TEMPORAL,BEFORE,wn-0219,-1,0.85,1
wn-0219:3:81,wn-0219:6:161,TEMPORAL,AFTER,wn-0219,-1,0.9,1
wn-0219:3:81,wn-0219:7:191,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:3:81,wn-0219:7:200,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:5:144,wn-0219:6:161,TEMPORAL,AFTER,wn-0219,-1,0.85,1
wn-0219:5:144,wn-0219:7:191,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:5:144,wn-0219:7:200,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:6:161,wn-0219:7:191,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:6:161,wn-0219:7:200,TEMPORAL,BEFORE,wn-0219,-1,0.3,1
wn-0219:7:191,wn-0219:7:200,TEMPORAL,AFTER,wn-0219,-1,0.5,1
wn-0221:0:11,wn-0221:1:42,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0221:0:11,wn-0221:2:56,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0221:0:11,wn-0221:4:153,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0221:0:11,wn-0221:5:173,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0221:1:42,wn-0221:2:56,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0221:1:42,wn-0221:4:153,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0221:1:42,wn-0221:5:173,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0221:2:56,wn-0221:4:153,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0221:2:56,wn-0221:5:173,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0221:4:153,wn-0221:5:173,TEMPORAL,BEFORE,wn-0221,-1,0.3,1
wn-0222:1:41,wn-0222:6:110,TEMPORAL,BEFORE,wn-0222,-1,0.3,1
wn-0223:4:104,wn-0223:5:146,TEMPORAL,BEFORE,wn-0223,-1,0.3,1
wn-0223:4:104,wn-0223:8:194,TEMPORAL,BEFORE,wn-0223,-1,0.3,1
wn-0223:4:111,wn-0223:5:146,TEMPORAL,BEFORE,wn-0223,-1,0.3,1
wn-0223:4:111,wn-0223:8:194,TEMPORAL,BEFORE,wn-0223,-1,0.3,1
wn-0223:5:146,wn-0223:8:194,TEMPORAL,BEFORE,wn-0223,-1,0.3,1
wn-0224:3:104,wn-0224:4:134,TEMPORAL,BEFORE,wn-0224,-1,0.3,1
wn-0225:0:8,wn-0225:7:188,TEMPORAL,BEFORE,wn-0225,-1,0.3,1
wn-0226:0:10,wn-0226:1:27,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:0:10,wn-0226:2:55,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:0:10,wn-0226:9:198,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:0:10,wn-0226:10:230,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:0:10,wn-0226:12:292,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:1:27,wn-0226:2:55,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:1:27,wn-0226:9:198,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:1:27,wn-0226:10:230,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:1:27,wn-0226:12:292,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:2:55,wn-0226:9:198,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:2:55,wn-0226:10:230,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:2:55,wn-0226:12:292,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:9:198,wn-0226:10:230,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:9:198,wn-0226:12:292,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0226:10:230,wn-0226:12:292,TEMPORAL,BEFORE,wn-0226,-1,0.3,1
wn-0229:2:56,wn-0229:3:70,TEMPORAL,BEFORE,wn-0229,-1,0.3,1
wn-0229:2:56,wn-0229:4:92,TEMPORAL,BEFORE,wn-0229,-1,0.3,1
wn-0229:3:70,wn-0229:4:92,TEMPORAL,BEFORE,wn-0229,-1,0.3,1
wn-0230:0:16,wn-0230:1:42,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:16,wn-0230:2:63,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:16,wn-0230:3:75,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:16,wn-0230:3:76,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:16,wn-0230:3:81,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:16,wn-0230:5:133,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:16,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:16,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:30,wn-0230:1:42,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:30,wn-0230:2:63,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:30,wn-0230:3:75,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:30,wn-0230:3:76,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:30,wn-0230:3:81,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:30,wn-0230:5:133,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:30,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:30,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:33,wn-0230:1:42,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:33,wn-0230:2:63,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:33,wn-0230:3:75,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:33,wn-0230:3:76,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:33,wn-0230:3:81,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:33,wn-0230:5:133,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:33,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:33,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:7,wn-0230:1:42,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:7,wn-0230:2:63,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:7,wn-0230:3:75,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:7,wn-0230:3:76,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:7,wn-0230:3:81,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:7,wn-0230:5:133,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:7,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:0:7,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:1:42,wn-0230:2:63,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:1:42,wn-0230:3:75,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:1:42,wn-0230:3:76,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:1:42,wn-0230:3:81,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:1:42,wn-0230:5:133,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:1:42,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:1:42,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:2:63,wn-0230:3:75,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:2:63,wn-0230:3:76,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:2:63,wn-0230:3:81,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:2:63,wn-0230:5:133,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:2:63,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:2:63,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:3:75,wn-0230:3:76,TEMPORAL,AFTER,wn-0230,-1,0.5,1
wn-0230:3:75,wn-0230:3:81,TEMPORAL,AFTER,wn-0230,-1,0.5,1
wn-0230:3:75,wn-0230:5:133,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:3:75,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:3:75,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:3:76,wn-0230:3:81,TEMPORAL,AFTER,wn-0230,-1,0.5,1
wn-0230:3:76,wn-0230:5:133,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:3:76,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:3:76,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:3:81,wn-0230:5:133,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:3:81,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:3:81,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:5:133,wn-0230:6:170,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:5:133,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0230:6:170,wn-0230:8:192,TEMPORAL,BEFORE,wn-0230,-1,0.3,1
wn-0231:0:9,wn-0231:3:67,TEMPORAL,AFTER,wn-0231,-1,0.9,1
wn-0231:0:9,wn-0231:3:75,TEMPORAL,AFTER,wn-0231,-1,0.9,1
wn-0231:0:9,wn-0231:5:112,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:0:9,wn-0231:5:131,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:0:9,wn-0231:6:138,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:0:9,wn-0231:7:158,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:0:9,wn-0231:8:178,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:0:9,wn-0231:9:193,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:0:9,wn-0231:9:200,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:67,wn-0231:3:75,TEMPORAL,SIMULTANEOUS,wn-0231,-1,0.9,1
wn-0231:3:67,wn-0231:5:112,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:67,wn-0231:5:131,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:67,wn-0231:6:138,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:67,wn-0231:7:158,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:67,wn-0231:8:178,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:67,wn-0231:9:193,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:67,wn-0231:9:200,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:75,wn-0231:5:112,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:75,wn-0231:5:131,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:75,wn-0231:6:138,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:75,wn-0231:7:158,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:75,wn-0231:8:178,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:75,wn-0231:9:193,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:3:75,wn-0231:9:200,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:112,wn-0231:6:138,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:112,wn-0231:7:158,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:112,wn-0231:8:178,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:112,wn-0231:9:193,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:112,wn-0231:9:200,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:131,wn-0231:6:138,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:131,wn-0231:7:158,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:131,wn-0231:8:178,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:131,wn-0231:9:193,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:5:131,wn-0231:9:200,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:6:138,wn-0231:7:158,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:6:138,wn-0231:8:178,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:6:138,wn-0231:9:193,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:6:138,wn-0231:9:200,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:7:158,wn-0231:8:178,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:7:158,wn-0231:9:193,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:7:158,wn-0231:9:200,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:8:178,wn-0231:9:193,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:8:178,wn-0231:9:200,TEMPORAL,BEFORE,wn-0231,-1,0.3,1
wn-0231:9:193,wn-0231:9:200,TEMPORAL,BEFORE,wn-0231,-1,0.5,1
wn-0233:0:23,wn-0233:1:39,TEMPORAL,BEFORE,wn-0233,-1,0.8,1
wn-0233:0:23,wn-0233:7:225,TEMPORAL,BEFORE,wn-0233,-1,0.3,1
wn-0233:0:23,wn-0233:7:227,TEMPORAL,BEFORE,wn-0233,-1,0.3,1
wn-0233:0:23,wn-0233:7:234,TEMPORAL,BEFORE,wn-0233,-1,0.3,1
wn-0233:1:39,wn-0233:7:225,TEMPORAL,BEFORE,wn-0233,-1,0.3,1
wn-0233:1:39,wn-0233:7:227,TEMPORAL,BEFORE,wn-0233,-1,0.3,1
wn-0233:1:39,wn-0233:7:234,TEMPORAL,BEFORE,wn-0233,-1,0.3,1
wn-0233:7:225,wn-0233:7:227,TEMPORAL,BEFORE,wn-0233,-1,0.5,1
wn-0233:7:225,wn-0233:7:234,TEMPORAL,BEFORE,wn-0233,-1,0.5,1
wn-0233:7:227,wn-0233:7:234,TEMPORAL,BEFORE,wn-0233,-1,0.5,1
wn-0234:0:10,wn-0234:2:44,TEMPORAL,BEFORE,wn-0234,-1,0.75,1
wn-0234:0:10,wn-0234:2:61,TEMPORAL,BEFORE,wn-0234,-1,0.75,1
wn-0234:0:10,wn-0234:2:72,TEMPORAL,BEFORE,wn-0234,-1,0.75,1
wn-0234:0:10,wn-0234:3:85,TEMPORAL,AFTER,wn-0234,-1,0.85,1
wn-0234:0:10,wn-0234:3:99,TEMPORAL,AFTER,wn-0234,-1,0.85,1
wn-0234:0:10,wn-0234:4:116,TEMPORAL,SIMULTANEOUS,wn-0234,-1,0.85,1
wn-0234:0:10,wn-0234:5:136,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:0:10,wn-0234:18:435,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:0:10,wn-0234:22:571,TEMPORAL,SIMULTANEOUS,wn-0234,-1,0.85,1
wn-0234:2:44,wn-0234:2:61,TEMPORAL,SIMULTANEOUS,wn-0234,-1,0.75,1
wn-0234:2:44,wn-0234:2:72,TEMPORAL,SIMULTANEOUS,wn-0234,-1,0.75,1
wn-0234:2:44,wn-0234:3:85,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:44,wn-0234:3:99,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:44,wn-0234:4:116,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:44,wn-0234:5:136,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:2:44,wn-0234:18:435,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:2:44,wn-0234:22:571,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:61,wn-0234:2:72,TEMPORAL,SIMULTANEOUS,wn-0234,-1,0.75,1
wn-0234:2:61,wn-0234:3:85,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:61,wn-0234:3:99,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:61,wn-0234:4:116,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:61,wn-0234:5:136,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:2:61,wn-0234:18:435,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:2:61,wn-0234:22:571,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:72,wn-0234:3:85,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:72,wn-0234:3:99,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:72,wn-0234:4:116,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:2:72,wn-0234:5:136,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:2:72,wn-0234:18:435,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:2:72,wn-0234:22:571,TEMPORAL,AFTER,wn-0234,-1,0.75,1
wn-0234:3:85,wn-0234:3:99,TEMPORAL,SIMULTANEOUS,wn-0234,-1,0.85,1
wn-0234:3:85,wn-0234:4:116,TEMPORAL,BEFORE,wn-0234,-1,0.85,1
wn-0234:3:85,wn-0234:5:136,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:3:85,wn-0234:18:435,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:3:85,wn-0234:22:571,TEMPORAL,BEFORE,wn-0234,-1,0.85,1
wn-0234:3:99,wn-0234:4:116,TEMPORAL,BEFORE,wn-0234,-1,0.85,1
wn-0234:3:99,wn-0234:5:136,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:3:99,wn-0234:18:435,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:3:99,wn-0234:22:571,TEMPORAL,BEFORE,wn-0234,-1,0.85,1
wn-0234:4:116,wn-0234:5:136,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:4:116,wn-0234:18:435,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:4:116,wn-0234:22:571,TEMPORAL,SIMULTANEOUS,wn-0234,-1,0.85,1
wn-0234:5:136,wn-0234:18:435,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:5:136,wn-0234:22:571,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0234:18:435,wn-0234:22:571,TEMPORAL,BEFORE,wn-0234,-1,0.3,1
wn-0235:3:91,wn-0235:7:162,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0235:3:91,wn-0235:9:191,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0235:3:91,wn-0235:14:372,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0235:3:91,wn-0235:15:408,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0235:7:162,wn-0235:9:191,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0235:7:162,wn-0235:14:372,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0235:7:162,wn-0235:15:408,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0235:9:191,wn-0235:14:372,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0235:9:191,wn-0235:15:408,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0235:14:372,wn-0235:15:408,TEMPORAL,BEFORE,wn-0235,-1,0.3,1
wn-0236:0:9,wn-0236:1:47,TEMPORAL,BEFORE,wn-0236,-1,0.3,1
wn-0236:0:9,wn-0236:2:82,TEMPORAL,BEFORE,wn-0236,-1,0.3,1
wn-0236:1:47,wn-0236:2:82,TEMPORAL,BEFORE,wn-0236,-1,0.3,1
wn-0238:1:35,wn-0238:10:330,TEMPORAL,BEFORE,wn-0238,-1,0.3,1
wn-0238:1:35,wn-0238:13:399,TEMPORAL,BEFORE,wn-0238,-1,0.3,1
wn-0238:1:35,wn-0238:14:418,TEMPORAL,BEFORE,wn-0238,-1,0.3,1
wn-0238:10:330,wn-0238:13:399,TEMPORAL,BEFORE,wn-0238,-1,0.3,1
wn-0238:10:330,wn-0238:14:418,TEMPORAL,BEFORE,wn-0238,-1,0.3,1
wn-0238:13:399,wn-0238:14:418,TEMPORAL,BEFORE,wn-0238,-1,0.3,1
wn-0239:0:43,wn-0239:7:232,TEMPORAL,BEFORE,wn-0239,-1,0.3,1
wn-0240:0:7,wn-0240:1:36,TEMPORAL,BEFORE,wn-0240,-1,0.8,1
wn-0240:0:7,wn-0240:3:73,TEMPORAL,BEFORE,wn-0240,-1,0.3,1
wn-0240:0:7,wn-0240:10:231,TEMPORAL,AFTER,wn-0240,-1,0.85,1
wn-0240:0:7,wn-0240:13:346,TEMPORAL,AFTER,wn-0240,-1,0.75,1
wn-0240:1:36,wn-0240:3:73,TEMPORAL,BEFORE,wn-0240,-1,0.3,1
wn-0240:1:36,wn-0240:10:231,TEMPORAL,AFTER,wn-0240,-1,0.8,1
wn-0240:1:36,wn-0240:13:346,TEMPORAL,AFTER,wn-0240,-1,0.75,1
wn-0240:3:73,wn-0240:10:231,TEMPORAL,BEFORE,wn-0240,-1,0.3,1
wn-0240:3:73,wn-0240:13:346,TEMPORAL,BEFORE,wn-0240,-1,0.3,1
wn-0240:10:231,wn-0240:13:346,TEMPORAL,AFTER,wn-0240,-1,0.75,1
wn-0241:1:55,wn-0241:1:91,TEMPORAL,SIMULTANEOUS,wn-0241,-1,0.9,1
wn-0241:1:55,wn-0241:7:267,TEMPORAL,BEFORE,wn-0241,-1,0.3,1
wn-0241:1:91,wn-0241:7:267,TEMPORAL,BEFORE,wn-0241,-1,0.3,1
wn-0242:11:321,wn-0242:12:358,TEMPORAL,BEFORE,wn-0242,-1,0.3,1
wn-0243:1:32,wn-0243:2:55,TEMPORAL,BEFORE,wn-0243,-1,0.3,1
wn-0243:1:32,wn-0243:5:124,TEMPORAL,BEFORE,wn-0243,-1,0.3,1
wn-0243:1:32,wn-0243:8:178,TEMPORAL,BEFORE,wn-0243,-1,0.3,1
wn-0243:2:55,wn-0243:5:124,TEMPORAL,BEFORE,wn-0243,-1,0.3,1
wn-0243:2:55,wn-0243:8:178,TEMPORAL,BEFORE,wn-0243,-1,0.8,1
wn-0243:5:124,wn-0243:8:178,TEMPORAL,BEFORE,wn-0243,-1,0.3,1
wn-0244:12:339,wn-0244:12:351,TEMPORAL,SIMULTANEOUS,wn-0244,-1,0.97,1
wn-0246:1:28,wn-0246:10:298,TEMPORAL,BEFORE,wn-0246,-1,0.3,1
wn-0247:5:116,wn-0247:8:175,TEMPORAL,BEFORE,wn-0247,-1,0.3,1
wn-0248:0:32,wn-0248:0:43,TEMPORAL,AFTER,wn-0248,-1,0.9,1
wn-0248:0:32,wn-0248:0:46,TEMPORAL,AFTER,wn-0248,-1,0.9,1
wn-0248:0:32,wn-0248:0:6,TEMPORAL,AFTER,wn-0248,-1,0.9,1
wn-0248:0:32,wn-0248:1:61,TEMPORAL,AFTER,wn-0248,-1,0.8,1
wn-0248:0:32,wn-0248:1:63,TEMPORAL,AFTER,wn-0248,-1,0.8,1
wn-0248:0:32,wn-0248:3:124,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:32,wn-0248:3:128,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:32,wn-0248:3:145,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:32,wn-0248:4:166,TEMPORAL,AFTER,wn-0248,-1,0.85,1
wn-0248:0:32,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:32,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:43,wn-0248:0:46,TEMPORAL,SIMULTANEOUS,wn-0248,-1,0.9,1
wn-0248:0:43,wn-0248:0:6,TEMPORAL,SIMULTANEOUS,wn-0248,-1,0.9,1
wn-0248:0:43,wn-0248:1:61,TEMPORAL,BEFORE,wn-0248,-1,0.8,1
wn-0248:0:43,wn-0248:1:63,TEMPORAL,BEFORE,wn-0248,-1,0.8,1
wn-0248:0:43,wn-0248:3:124,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:43,wn-0248:3:128,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:43,wn-0248:3:145,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:43,wn-0248:4:166,TEMPORAL,AFTER,wn-0248,-1,0.85,1
wn-0248:0:43,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:43,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
