source,target,edge_type,label,doc_id,sent_id,confidence,weight
wn-0248:0:46,wn-0248:0:6,TEMPORAL,SIMULTANEOUS,wn-0248,-1,0.9,1
wn-0248:0:46,wn-0248:1:61,TEMPORAL,BEFORE,wn-0248,-1,0.8,1
wn-0248:0:46,wn-0248:1:63,TEMPORAL,BEFORE,wn-0248,-1,0.8,1
wn-0248:0:46,wn-0248:3:124,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:46,wn-0248:3:128,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:46,wn-0248:3:145,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:46,wn-0248:4:166,TEMPORAL,AFTER,wn-0248,-1,0.85,1
wn-0248:0:46,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:46,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:6,wn-0248:1:61,TEMPORAL,BEFORE,wn-0248,-1,0.8,1
wn-0248:0:6,wn-0248:1:63,TEMPORAL,BEFORE,wn-0248,-1,0.8,1
wn-0248:0:6,wn-0248:3:124,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:6,wn-0248:3:128,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:6,wn-0248:3:145,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:6,wn-0248:4:166,TEMPORAL,AFTER,wn-0248,-1,0.85,1
wn-0248:0:6,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:0:6,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:61,wn-0248:1:63,TEMPORAL,SIMULTANEOUS,wn-0248,-1,0.8,1
wn-0248:1:61,wn-0248:3:124,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:61,wn-0248:3:128,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:61,wn-0248:3:145,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:61,wn-0248:4:166,TEMPORAL,AFTER,wn-0248,-1,0.8,1
wn-0248:1:61,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:61,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:63,wn-0248:3:124,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:63,wn-0248:3:128,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:63,wn-0248:3:145,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:63,wn-0248:4:166,TEMPORAL,AFTER,wn-0248,-1,0.8,1
wn-0248:1:63,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:1:63,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:3:124,wn-0248:3:128,TEMPORAL,SIMULTANEOUS,wn-0248,-1,0.5,1
wn-0248:3:124,wn-0248:3:145,TEMPORAL,SIMULTANEOUS,wn-0248,-1,0.5,1
wn-0248:3:124,wn-0248:4:166,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:3:124,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:3:124,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:3:128,wn-0248:3:145,TEMPORAL,SIMULTANEOUS,wn-0248,-1,0.5,1
wn-0248:3:128,wn-0248:4:166,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:3:128,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:3:128,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:3:145,wn-0248:4:166,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:3:145,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:3:145,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:4:166,wn-0248:6:209,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0248:4:166,wn-0248:6:211,TEMPORAL,BEFORE,wn-0248,-1,0.3,1
wn-0249:7:219,wn-0249:8:232,TEMPORAL,BEFORE,wn-0249,-1,0.3,1
wn-0249:7:219,wn-0249:9:270,TEMPORAL,BEFORE,wn-0249,-1,0.3,1
wn-0249:8:232,wn-0249:9:270,TEMPORAL,BEFORE,wn-0249,-1,0.3,1
wn-0250:0:23,wn-0250:0:6,TEMPORAL,SIMULTANEOUS,wn-0250,-1,0.7,1
wn-0250:0:23,wn-0250:3:103,TEMPORAL,AFTER,wn-0250,-1,0.7,1
wn-0250:0:23,wn-0250:5:130,TEMPORAL,BEFORE,wn-0250,-1,0.3,1
wn-0250:0:23,wn-0250:5:135,TEMPORAL,BEFORE,wn-0250,-1,0.3,1
wn-0250:0:6,wn-0250:3:103,TEMPORAL,AFTER,wn-0250,-1,0.7,1
wn-0250:0:6,wn-0250:5:130,TEMPORAL,BEFORE,wn-0250,-1,0.3,1
wn-0250:0:6,wn-0250:5:135,TEMPORAL,BEFORE,wn-0250,-1,0.3,1
wn-0250:3:103,wn-0250:5:130,TEMPORAL,BEFORE,wn-0250,-1,0.3,1
wn-0250:3:103,wn-0250:5:135,TEMPORAL,BEFORE,wn-0250,-1,0.3,1
wn-0251:0:2,wn-0251:1:34,TEMPORAL,AFTER,wn-0251,-1,0.9,1
wn-0251:0:2,wn-0251:8:239,TEMPORAL,BEFORE,wn-0251,-1,0.3,1
wn-0251:1:34,wn-0251:8:239,TEMPORAL,BEFORE,wn-0251,-1,0.3,1
wn-0252:0:18,wn-0252:0:5,TEMPORAL,SIMULTANEOUS,wn-0252,-1,0.75,1
wn-0252:0:18,wn-0252:1:33,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:18,wn-0252:1:39,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:18,wn-0252:1:51,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:18,wn-0252:2:70,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:18,wn-0252:3:118,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:0:18,wn-0252:4:133,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:18,wn-0252:4:143,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:18,wn-0252:4:152,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:18,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:0:18,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:0:5,wn-0252:1:33,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:5,wn-0252:1:39,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:5,wn-0252:1:51,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:5,wn-0252:2:70,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:5,wn-0252:3:118,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:0:5,wn-0252:4:133,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:5,wn-0252:4:143,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:5,wn-0252:4:152,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:0:5,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:0:5,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:1:33,wn-0252:1:39,TEMPORAL,SIMULTANEOUS,wn-0252,-1,0.75,1
wn-0252:1:33,wn-0252:1:51,TEMPORAL,SIMULTANEOUS,wn-0252,-1,0.75,1
wn-0252:1:33,wn-0252:2:70,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:1:33,wn-0252:3:118,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:1:33,wn-0252:4:133,TEMPORAL,BEFORE,wn-0252,-1,0.75,1
wn-0252:1:33,wn-0252:4:143,TEMPORAL,BEFORE,wn-0252,-1,0.75,1
wn-0252:1:33,wn-0252:4:152,TEMPORAL,BEFORE,wn-0252,-1,0.75,1
wn-0252:1:33,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:1:33,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:1:39,wn-0252:1:51,TEMPORAL,SIMULTANEOUS,wn-0252,-1,0.75,1
wn-0252:1:39,wn-0252:2:70,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:1:39,wn-0252:3:118,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:1:39,wn-0252:4:133,TEMPORAL,BEFORE,wn-0252,-1,0.75,1
wn-0252:1:39,wn-0252:4:143,TEMPORAL,BEFORE,wn-0252,-1,0.75,1
wn-0252:1:39,wn-0252:4:152,TEMPORAL,BEFORE,wn-0252,-1,0.75,1
wn-0252:1:39,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:1:39,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:1:51,wn-0252:2:70,TEMPORAL,AFTER,wn-0252,-1,0.75,1
wn-0252:1:51,wn-0252:3:118,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:1:51,wn-0252:4:133,TEMPORAL,BEFORE,wn-0252,-1,0.75,1
wn-0252:1:51,wn-0252:4:143,TEMPORAL,BEFORE,wn-0252,-1,0.75,1
wn-0252:1:51,wn-0252:4:152,TEMPORAL,BEFORE,wn-0252,-1,0.75,1
wn-0252:1:51,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:1:51,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:2:70,wn-0252:3:118,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:2:70,wn-0252:4:133,TEMPORAL,BEFORE,wn-0252,-1,0.85,1
wn-0252:2:70,wn-0252:4:143,TEMPORAL,BEFORE,wn-0252,-1,0.85,1
wn-0252:2:70,wn-0252:4:152,TEMPORAL,BEFORE,wn-0252,-1,0.85,1
wn-0252:2:70,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:2:70,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:3:118,wn-0252:4:133,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:3:118,wn-0252:4:143,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:3:118,wn-0252:4:152,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:3:118,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:3:118,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:4:133,wn-0252:4:143,TEMPORAL,SIMULTANEOUS,wn-0252,-1,0.85,1
wn-0252:4:133,wn-0252:4:152,TEMPORAL,BEFORE,wn-0252,-1,0.85,1
wn-0252:4:133,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:4:133,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:4:143,wn-0252:4:152,TEMPORAL,BEFORE,wn-0252,-1,0.85,1
wn-0252:4:143,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:4:143,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:4:152,wn-0252:5:193,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:4:152,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0252:5:193,wn-0252:6:217,TEMPORAL,BEFORE,wn-0252,-1,0.3,1
wn-0253:0:10,wn-0253:4:103,TEMPORAL,AFTER,wn-0253,-1,0.85,1
wn-0254:5:138,wn-0254:8:232,TEMPORAL,BEFORE,wn-0254,-1,0.3,1
wn-0254:5:138,wn-0254:9:241,TEMPORAL,BEFORE,wn-0254,-1,0.3,1
wn-0254:5:138,wn-0254:18:481,TEMPORAL,BEFORE,wn-0254,-1,0.3,1
wn-0254:8:232,wn-0254:9:241,TEMPORAL,BEFORE,wn-0254,-1,0.3,1
wn-0254:8:232,wn-0254:18:481,TEMPORAL,BEFORE,wn-0254,-1,0.3,1
wn-0254:9:241,wn-0254:18:481,TEMPORAL,BEFORE,wn-0254,-1,0.3,1
wn-0255:5:118,wn-0255:6:148,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:5:118,wn-0255:7:160,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:5:118,wn-0255:11:238,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:5:118,wn-0255:12:295,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:5:118,wn-0255:14:325,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:5:118,wn-0255:14:335,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:5:118,wn-0255:15:352,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:5:118,wn-0255:16:373,TEMPORAL,AFTER,wn-0255,-1,0.95,1
wn-0255:5:118,wn-0255:17:393,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:5:118,wn-0255:19:443,TEMPORAL,AFTER,wn-0255,-1,0.9,1
wn-0255:6:148,wn-0255:7:160,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:6:148,wn-0255:11:238,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:6:148,wn-0255:12:295,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:6:148,wn-0255:14:325,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:6:148,wn-0255:14:335,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:6:148,wn-0255:15:352,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:6:148,wn-0255:16:373,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:6:148,wn-0255:17:393,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:6:148,wn-0255:19:443,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:7:160,wn-0255:11:238,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:7:160,wn-0255:12:295,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:7:160,wn-0255:14:325,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:7:160,wn-0255:14:335,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:7:160,wn-0255:15:352,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:7:160,wn-0255:16:373,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:7:160,wn-0255:17:393,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:7:160,wn-0255:19:443,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:11:238,wn-0255:12:295,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:11:238,wn-0255:14:325,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:11:238,wn-0255:14:335,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:11:238,wn-0255:15:352,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:11:238,wn-0255:16:373,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:11:238,wn-0255:17:393,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:11:238,wn-0255:19:443,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:12:295,wn-0255:14:325,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:12:295,wn-0255:14:335,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:12:295,wn-0255:15:352,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:12:295,wn-0255:16:373,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:12:295,wn-0255:17:393,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:12:295,wn-0255:19:443,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:14:325,wn-0255:15:352,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:14:325,wn-0255:16:373,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:14:325,wn-0255:17:393,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:14:325,wn-0255:19:443,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:14:335,wn-0255:15:352,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:14:335,wn-0255:16:373,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:14:335,wn-0255:17:393,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:14:335,wn-0255:19:443,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:15:352,wn-0255:16:373,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:15:352,wn-0255:17:393,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:15:352,wn-0255:19:443,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:16:373,wn-0255:17:393,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0255:16:373,wn-0255:19:443,TEMPORAL,BEFORE,wn-0255,-1,0.9,1
wn-0255:17:393,wn-0255:19:443,TEMPORAL,BEFORE,wn-0255,-1,0.3,1
wn-0256:0:10,wn-0256:1:26,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:10,wn-0256:2:31,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:10,wn-0256:3:54,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:10,wn-0256:4:73,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:10,wn-0256:5:95,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:10,wn-0256:6:110,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:10,wn-0256:6:112,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:10,wn-0256:7:128,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:10,wn-0256:7:131,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:10,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:1:26,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:2:31,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:3:54,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:4:73,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:5:95,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:6:110,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:6:112,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:7:128,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:7:131,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:0:5,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:1:26,wn-0256:2:31,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:1:26,wn-0256:3:54,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:1:26,wn-0256:4:73,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:1:26,wn-0256:5:95,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:1:26,wn-0256:6:110,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:1:26,wn-0256:6:112,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:1:26,wn-0256:7:128,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:1:26,wn-0256:7:131,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:1:26,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:2:31,wn-0256:3:54,TEMPORAL,BEFORE,wn-0256,-1,0.8,1
wn-0256:2:31,wn-0256:4:73,TEMPORAL,BEFORE,wn-0256,-1,0.8,1
wn-0256:2:31,wn-0256:5:95,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:2:31,wn-0256:6:110,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:2:31,wn-0256:6:112,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:2:31,wn-0256:7:128,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:2:31,wn-0256:7:131,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:2:31,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:3:54,wn-0256:4:73,TEMPORAL,BEFORE,wn-0256,-1,0.8,1
wn-0256:3:54,wn-0256:5:95,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:3:54,wn-0256:6:110,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:3:54,wn-0256:6:112,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:3:54,wn-0256:7:128,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:3:54,wn-0256:7:131,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:3:54,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:4:73,wn-0256:5:95,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:4:73,wn-0256:6:110,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:4:73,wn-0256:6:112,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:4:73,wn-0256:7:128,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:4:73,wn-0256:7:131,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:4:73,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:5:95,wn-0256:6:110,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:5:95,wn-0256:6:112,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:5:95,wn-0256:7:128,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:5:95,wn-0256:7:131,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:5:95,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:6:110,wn-0256:7:128,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:6:110,wn-0256:7:131,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:6:110,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:6:112,wn-0256:7:128,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:6:112,wn-0256:7:131,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:6:112,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:7:128,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0256:7:131,wn-0256:14:359,TEMPORAL,BEFORE,wn-0256,-1,0.3,1
wn-0257:2:79,wn-0257:4:148,TEMPORAL,BEFORE,wn-0257,-1,0.3,1
wn-0257:2:79,wn-0257:10:298,TEMPORAL,BEFORE,wn-0257,-1,0.85,1
wn-0257:2:79,wn-0257:10:311,TEMPORAL,BEFORE,wn-0257,-1,0.85,1
wn-0257:4:148,wn-0257:10:298,TEMPORAL,BEFORE,wn-0257,-1,0.3,1
wn-0257:4:148,wn-0257:10:311,TEMPORAL,BEFORE,wn-0257,-1,0.3,1
wn-0257:10:298,wn-0257:10:311,TEMPORAL,SIMULTANEOUS,wn-0257,-1,0.85,1
wn-0258:4:103,wn-0258:14:311,TEMPORAL,BEFORE,wn-0258,-1,0.3,1
wn-0258:4:103,wn-0258:15:322,TEMPORAL,BEFORE,wn-0258,-1,0.3,1
wn-0258:4:103,wn-0258:16:340,TEMPORAL,BEFORE,wn-0258,-1,0.3,1
wn-0258:14:311,wn-0258:15:322,TEMPORAL,BEFORE,wn-0258,-1,0.3,1
wn-0258:14:311,wn-0258:16:340,TEMPORAL,BEFORE,wn-0258,-1,0.3,1
wn-0258:15:322,wn-0258:16:340,TEMPORAL,BEFORE,wn-0258,-1,0.3,1
wn-0259:0:11,wn-0259:1:33,TEMPORAL,BEFORE,wn-0259,-1,0.3,1
wn-0259:0:11,wn-0259:3:103,TEMPORAL,BEFORE,wn-0259,-1,0.3,1
wn-0259:0:11,wn-0259:8:204,TEMPORAL,BEFORE,wn-0259,-1,0.3,1
wn-0259:1:33,wn-0259:3:103,TEMPORAL,BEFORE,wn-0259,-1,0.3,1
wn-0259:1:33,wn-0259:8:204,TEMPORAL,BEFORE,wn-0259,-1,0.3,1
wn-0259:3:103,wn-0259:8:204,TEMPORAL,AFTER,wn-0259,-1,0.9,1
wn-0260:0:16,wn-0260:1:26,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:0:16,wn-0260:1:45,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:0:16,wn-0260:3:88,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:0:16,wn-0260:4:115,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:0:16,wn-0260:30:577,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:1:26,wn-0260:1:45,TEMPORAL,BEFORE,wn-0260,-1,0.5,1
wn-0260:1:26,wn-0260:3:88,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:1:26,wn-0260:4:115,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:1:26,wn-0260:30:577,TEMPORAL,BEFORE,wn-0260,-1,0.7,1
wn-0260:1:45,wn-0260:3:88,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:1:45,wn-0260:4:115,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:1:45,wn-0260:30:577,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:3:88,wn-0260:4:115,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:3:88,wn-0260:30:577,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0260:4:115,wn-0260:30:577,TEMPORAL,BEFORE,wn-0260,-1,0.3,1
wn-0262:0:15,wn-0262:1:32,TEMPORAL,BEFORE,wn-0262,-1,0.3,1
wn-0262:0:15,wn-0262:2:60,TEMPORAL,BEFORE,wn-0262,-1,0.3,1
